site,position_0based,position_1based,modality,track_name,strand,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
offset_+45,42434998,42434999,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.7583370208740234e-06,both,3.8743019104003906e-07
offset_+46,42434999,42435000,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.5017728805541992e-06,6.139278411865234e-06,both,2.637505531311035e-06
offset_+46,42434999,42435000,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,2.2649765014648438e-06,both,5.066394805908203e-07
offset_+46,42434999,42435000,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.9637088775634766e-06,6.5267086029052734e-06,both,2.562999725341797e-06
offset_+46,42434999,42435000,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.7583370208740234e-06,2.2649765014648438e-06,both,5.066394805908203e-07
offset_+47,42435000,42435001,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,3.293156623840332e-06,6.139278411865234e-06,both,2.8461217880249023e-06
offset_+47,42435000,42435001,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,4.500150680541992e-06,5.781650543212891e-06,both,1.2814998626708984e-06
offset_+47,42435000,42435001,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.9637088775634766e-06,6.973743438720703e-06,both,3.0100345611572266e-06
offset_+47,42435000,42435001,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,4.231929779052734e-06,5.0961971282958984e-06,both,8.642673492431641e-07
offset_+48,42435001,42435002,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.726912498474121e-06,5.0961971282958984e-06,both,2.3692846298217773e-06
offset_+48,42435001,42435002,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.55717134475708e-06,1.996755599975586e-06,both,4.3958425521850586e-07
offset_+48,42435001,42435002,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,5.424022674560547e-06,both,2.339482307434082e-06
offset_+48,42435001,42435002,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,1.996755599975586e-06,both,4.3958425521850586e-07
offset_+49,42435002,42435003,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,3.293156623840332e-06,both,1.4156103134155273e-06
offset_+49,42435002,42435003,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.6540288925170898e-06,1.8775463104248047e-06,both,2.2351741790771484e-07
offset_+49,42435002,42435003,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.2649765014648438e-06,3.725290298461914e-06,both,1.4603137969970703e-06
offset_+49,42435002,42435003,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,1.8775463104248047e-06,both,2.2351741790771484e-07
offset_+5,42434958,42434959,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,3.725290298461914e-06,both,2.5853514671325684e-06
offset_+5,42434958,42434959,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2069940567016602e-06,1.6540288925170898e-06,both,4.470348358154297e-07
offset_+5,42434958,42434959,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2889504432678223e-06,4.231929779052734e-06,both,2.942979335784912e-06
offset_+5,42434958,42434959,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.7583370208740234e-06,both,5.513429641723633e-07
offset_+50,42435003,42435004,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.562999725341797e-06,4.798173904418945e-06,both,2.2351741790771484e-06
offset_+50,42435003,42435004,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2889504432678223e-06,1.6540288925170898e-06,both,3.650784492492676e-07
offset_+50,42435003,42435004,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.905726432800293e-06,5.0961971282958984e-06,both,2.1904706954956055e-06
offset_+50,42435003,42435004,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.6540288925170898e-06,both,3.650784492492676e-07
offset_+51,42435004,42435005,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.2649765014648438e-06,3.9637088775634766e-06,both,1.6987323760986328e-06
offset_+51,42435004,42435005,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.2889504432678223e-06,both,2.2351741790771484e-07
offset_+51,42435004,42435005,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.726912498474121e-06,4.500150680541992e-06,both,1.773238182067871e-06
offset_+51,42435004,42435005,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0654330253601074e-06,1.3709068298339844e-06,both,3.0547380447387695e-07
offset_+6,42434959,42434960,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.726912498474121e-06,1.0788440704345703e-05,both,8.061528205871582e-06
offset_+6,42434959,42434960,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.996755599975586e-06,3.084540367126465e-06,both,1.087784767150879e-06
offset_+6,42434959,42434960,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,3.084540367126465e-06,1.150369644165039e-05,both,8.419156074523926e-06
offset_+6,42434959,42434960,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.996755599975586e-06,3.084540367126465e-06,both,1.087784767150879e-06
offset_+7,42434960,42434961,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,4.500150680541992e-06,both,3.4347176551818848e-06
offset_+7,42434960,42434961,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2069940567016602e-06,1.8775463104248047e-06,both,6.705522537231445e-07
offset_+7,42434960,42434961,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2889504432678223e-06,5.424022674560547e-06,both,4.135072231292725e-06
offset_+7,42434960,42434961,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.996755599975586e-06,both,7.897615432739258e-07
offset_+8,42434961,42434962,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,6.139278411865234e-06,both,4.26173210144043e-06
offset_+8,42434961,42434962,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.3709068298339844e-06,both,3.650784492492676e-07
offset_+8,42434961,42434962,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.115964889526367e-06,6.973743438720703e-06,both,4.857778549194336e-06
offset_+8,42434961,42434962,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0654330253601074e-06,1.55717134475708e-06,both,4.917383193969727e-07
offset_+9,42434962,42434963,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.2649765014648438e-06,8.940696716308594e-06,both,6.67572021484375e-06
offset_+9,42434962,42434963,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.7583370208740234e-06,2.905726432800293e-06,both,1.1473894119262695e-06
offset_+9,42434962,42434963,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.726912498474121e-06,1.0132789611816406e-05,both,7.405877113342285e-06
offset_+9,42434962,42434963,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.7583370208740234e-06,2.905726432800293e-06,both,1.1473894119262695e-06
offset_-1,42434952,42434953,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,0.000278472900390625,0.00075531005859375,both,0.000476837158203125
offset_-1,42434952,42434953,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,2.905726432800293e-06,9.5367431640625e-06,both,6.631016731262207e-06
offset_-1,42434952,42434953,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,0.0002460479736328125,0.000606536865234375,both,0.0003604888916015625
offset_-1,42434952,42434953,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,3.9637088775634766e-06,1.150369644165039e-05,both,7.539987564086914e-06
offset_-10,42434943,42434944,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2218952178955078e-05,1.6689300537109375e-05,both,4.470348358154297e-06
offset_-10,42434943,42434944,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,1.2069940567016602e-06,both,3.203749656677246e-07
offset_-10,42434943,42434944,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.4722347259521484e-05,1.895427703857422e-05,both,4.231929779052734e-06
offset_-10,42434943,42434944,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.6540288925170898e-06,both,4.470348358154297e-07
offset_-11,42434942,42434943,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2218952178955078e-05,1.6689300537109375e-05,both,4.470348358154297e-06
offset_-11,42434942,42434943,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.2069940567016602e-06,both,2.644956111907959e-07
offset_-11,42434942,42434943,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.4722347259521484e-05,2.014636993408203e-05,both,5.424022674560547e-06
offset_-11,42434942,42434943,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.7583370208740234e-06,both,4.6938657760620117e-07
offset_-12,42434941,42434942,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2993812561035156e-05,1.3828277587890625e-05,both,8.344650268554688e-07
offset_-12,42434941,42434942,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,4.172325134277344e-07,4.731118679046631e-07,both,5.587935447692871e-08
offset_-12,42434941,42434942,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.4722347259521484e-05,1.5735626220703125e-05,both,1.0132789611816406e-06
offset_-12,42434941,42434942,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,6.48200511932373e-07,6.891787052154541e-07,both,4.0978193283081055e-08
offset_-13,42434940,42434941,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4722347259521484e-05,2.276897430419922e-05,both,8.046627044677734e-06
offset_-13,42434940,42434941,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.4603137969970703e-06,both,5.178153514862061e-07
offset_-13,42434940,42434941,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7762184143066406e-05,2.586841583251953e-05,both,8.106231689453125e-06
offset_-13,42434940,42434941,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.996755599975586e-06,both,7.078051567077637e-07
offset_-14,42434939,42434940,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.5735626220703125e-05,2.4318695068359375e-05,both,8.58306884765625e-06
offset_-14,42434939,42434940,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.029141902923584e-07,7.338821887969971e-07,both,2.3096799850463867e-07
offset_-14,42434939,42434940,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7762184143066406e-05,2.586841583251953e-05,both,8.106231689453125e-06
offset_-14,42434939,42434940,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,7.338821887969971e-07,1.0654330253601074e-06,both,3.3155083656311035e-07
offset_-15,42434938,42434939,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7762184143066406e-05,2.276897430419922e-05,both,5.0067901611328125e-06
offset_-15,42434938,42434939,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,1.3709068298339844e-06,both,2.3096799850463867e-07
offset_-15,42434938,42434939,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.1457672119140625e-05,2.586841583251953e-05,both,4.410743713378906e-06
offset_-15,42434938,42434939,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,1.8775463104248047e-06,both,3.203749656677246e-07
offset_-16,42434937,42434938,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2993812561035156e-05,1.895427703857422e-05,both,5.9604644775390625e-06
offset_-16,42434937,42434938,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,1.55717134475708e-06,both,4.172325134277344e-07
offset_-16,42434937,42434938,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.276897430419922e-05,both,6.079673767089844e-06
offset_-16,42434937,42434938,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,2.115964889526367e-06,both,5.587935447692871e-07
offset_-17,42434936,42434937,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,6.139278411865234e-06,8.940696716308594e-06,both,2.8014183044433594e-06
offset_-17,42434936,42434937,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.364418029785156e-07,7.338821887969971e-07,both,1.9744038581848145e-07
offset_-17,42434936,42434937,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,8.404254913330078e-06,1.150369644165039e-05,both,3.0994415283203125e-06
offset_-17,42434936,42434937,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,8.307397365570068e-07,1.0654330253601074e-06,both,2.3469328880310059e-07
offset_-18,42434935,42434936,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,6.973743438720703e-06,9.5367431640625e-06,both,2.562999725341797e-06
offset_-18,42434935,42434936,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.07222318649292e-07,8.307397365570068e-07,both,2.2351741790771484e-07
offset_-18,42434935,42434936,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,8.940696716308594e-06,1.2218952178955078e-05,both,3.2782554626464844e-06
offset_-18,42434935,42434936,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,8.866190910339355e-07,1.2069940567016602e-06,both,3.203749656677246e-07
offset_-19,42434934,42434935,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,7.420778274536133e-06,1.0132789611816406e-05,both,2.7120113372802734e-06
offset_-19,42434934,42434935,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.48200511932373e-07,8.307397365570068e-07,both,1.825392246246338e-07
offset_-19,42434934,42434935,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,8.940696716308594e-06,1.150369644165039e-05,both,2.562999725341797e-06
offset_-19,42434934,42434935,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,8.866190910339355e-07,1.1399388313293457e-06,both,2.5331974029541016e-07
offset_-2,42434951,42434952,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.276897430419922e-05,5.14984130859375e-05,both,2.872943878173828e-05
offset_-2,42434951,42434952,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.82310962677002e-07,1.7583370208740234e-06,both,9.760260581970215e-07
offset_-2,42434951,42434952,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.586841583251953e-05,5.4836273193359375e-05,both,2.8967857360839844e-05
offset_-2,42434951,42434952,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,2.2649765014648438e-06,both,1.125037670135498e-06
offset_-20,42434933,42434934,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,8.940696716308594e-06,1.2218952178955078e-05,both,3.2782554626464844e-06
offset_-20,42434933,42434934,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.891787052154541e-07,8.866190910339355e-07,both,1.9744038581848145e-07
offset_-20,42434933,42434934,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.150369644165039e-05,1.4722347259521484e-05,both,3.2186508178710938e-06
offset_-20,42434933,42434934,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,9.424984455108643e-07,1.2069940567016602e-06,both,2.644956111907959e-07
offset_-21,42434932,42434933,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0788440704345703e-05,1.2993812561035156e-05,both,2.205371856689453e-06
offset_-21,42434932,42434933,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.2889504432678223e-06,both,2.8312206268310547e-07
offset_-21,42434932,42434933,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.5735626220703125e-05,both,2.7418136596679688e-06
offset_-21,42434932,42434933,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_-22,42434931,42434932,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2218952178955078e-05,1.5735626220703125e-05,both,3.516674041748047e-06
offset_-22,42434931,42434932,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.07222318649292e-07,7.82310962677002e-07,both,1.7508864402770996e-07
offset_-22,42434931,42434932,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.5735626220703125e-05,1.895427703857422e-05,both,3.2186508178710938e-06
offset_-22,42434931,42434932,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,9.424984455108643e-07,1.1399388313293457e-06,both,1.9744038581848145e-07
offset_-23,42434930,42434931,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.5735626220703125e-05,2.014636993408203e-05,both,4.410743713378906e-06
offset_-23,42434930,42434931,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.2889504432678223e-06,both,2.8312206268310547e-07
offset_-23,42434930,42434931,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.895427703857422e-05,2.276897430419922e-05,both,3.814697265625e-06
offset_-23,42434930,42434931,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.4603137969970703e-06,1.7583370208740234e-06,both,2.980232238769531e-07
offset_-24,42434929,42434930,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0788440704345703e-05,1.4722347259521484e-05,both,3.933906555175781e-06
offset_-24,42434929,42434930,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.364418029785156e-07,7.338821887969971e-07,both,1.9744038581848145e-07
offset_-24,42434929,42434930,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.7762184143066406e-05,both,4.76837158203125e-06
offset_-24,42434929,42434930,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,7.82310962677002e-07,1.0654330253601074e-06,both,2.8312206268310547e-07
offset_-25,42434928,42434929,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4722347259521484e-05,1.895427703857422e-05,both,4.231929779052734e-06
offset_-25,42434928,42434929,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.891787052154541e-07,8.866190910339355e-07,both,1.9744038581848145e-07
offset_-25,42434928,42434929,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7762184143066406e-05,2.1457672119140625e-05,both,3.6954879760742188e-06
offset_-25,42434928,42434929,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,1.2069940567016602e-06,both,2.0116567611694336e-07
offset_-26,42434927,42434928,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0788440704345703e-05,1.3828277587890625e-05,both,3.039836883544922e-06
offset_-26,42434927,42434928,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.82310962677002e-07,1.0058283805847168e-06,both,2.2351741790771484e-07
offset_-26,42434927,42434928,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.5735626220703125e-05,both,2.7418136596679688e-06
offset_-26,42434927,42434928,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0654330253601074e-06,1.3709068298339844e-06,both,3.0547380447387695e-07
offset_-27,42434926,42434927,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,8.404254913330078e-06,1.150369644165039e-05,both,3.0994415283203125e-06
offset_-27,42434926,42434927,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,2.868473529815674e-07,3.9301812648773193e-07,both,1.0617077350616455e-07
offset_-27,42434926,42434927,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.0132789611816406e-05,1.2993812561035156e-05,both,2.86102294921875e-06
offset_-27,42434926,42434927,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,4.731118679046631e-07,5.699694156646729e-07,both,9.685754776000977e-08
offset_-28,42434925,42434926,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.6689300537109375e-05,both,2.86102294921875e-06
offset_-28,42434925,42434926,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.2069940567016602e-06,both,2.0116567611694336e-07
offset_-28,42434925,42434926,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.5735626220703125e-05,2.014636993408203e-05,both,4.410743713378906e-06
offset_-28,42434925,42434926,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_-29,42434924,42434925,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,9.5367431640625e-06,1.3828277587890625e-05,both,4.291534423828125e-06
offset_-29,42434924,42434925,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,3.9301812648773193e-07,5.364418029785156e-07,both,1.434236764907837e-07
offset_-29,42434924,42434925,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.150369644165039e-05,1.5735626220703125e-05,both,4.231929779052734e-06
offset_-29,42434924,42434925,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,6.07222318649292e-07,7.82310962677002e-07,both,1.7508864402770996e-07
offset_-3,42434950,42434951,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,4.267692565917969e-05,6.198883056640625e-05,both,1.9311904907226562e-05
offset_-3,42434950,42434951,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.8775463104248047e-06,3.084540367126465e-06,both,1.2069940567016602e-06
offset_-3,42434950,42434951,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,4.5299530029296875e-05,6.198883056640625e-05,both,1.6689300537109375e-05
offset_-3,42434950,42434951,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,2.562999725341797e-06,3.9637088775634766e-06,both,1.4007091522216797e-06
offset_-30,42434923,42434924,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,8.940696716308594e-06,1.150369644165039e-05,both,2.562999725341797e-06
offset_-30,42434923,42434924,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.891787052154541e-07,8.307397365570068e-07,both,1.4156103134155273e-07
offset_-30,42434923,42434924,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.0788440704345703e-05,1.2993812561035156e-05,both,2.205371856689453e-06
offset_-30,42434923,42434924,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,9.424984455108643e-07,1.1399388313293457e-06,both,1.9744038581848145e-07
offset_-31,42434922,42434923,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,8.940696716308594e-06,1.2218952178955078e-05,both,3.2782554626464844e-06
offset_-31,42434922,42434923,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.82310962677002e-07,1.0058283805847168e-06,both,2.2351741790771484e-07
