chromosome,start_0based,end_0based_exclusive,strand,track_name,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
chr21,42434544,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.803022577310912e-05,5.789452188764699e-05,both,-1.3570388546213508e-07
chr21,42434544,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00016598876391071826,0.00016560300718992949,both,-3.857567207887769e-07
chr21,42434544,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0003789978800341487,0.0003667382407002151,both,-1.2259639333933592e-05
chr21,42434544,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000601784442551434,0.000583837041631341,both,-1.794740092009306e-05
chr21,42434544,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.839421697193757e-05,3.7828336644452065e-05,both,-5.658803274855018e-07
chr21,42434544,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013326563930604607,0.00013188885350245982,both,-1.3767858035862446e-06
chr21,42434544,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,3.819951962213963e-05,3.7758523831143975e-05,both,-4.4099579099565744e-07
chr21,42434544,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00013234229118097574,0.000131364053231664,both,-9.782379493117332e-07
chr21,42434544,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00010333018144592643,9.93061184999533e-05,both,-4.024062945973128e-06
chr21,42434544,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.00027560172020457685,0.0002673556446097791,both,-8.24607559479773e-06
chr21,42434544,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001236857642652467,0.00011767284013330936,both,-6.012924131937325e-06
chr21,42434544,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003256225900258869,0.0003134506696369499,both,-1.2171920388936996e-05
chr21,42434544,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0001328761863987893,0.00012552898260764778,both,-7.34720379114151e-06
chr21,42434544,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0003562454367056489,0.0003404486633371562,both,-1.5796773368492723e-05
chr21,42434954,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,5.1068220138549805,4.534449100494385,both,-0.5723729133605957
chr21,42434954,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,2.7050085067749023,2.2677266597747803,both,-0.43728184700012207
chr21,42434954,42437541,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.014706229791045189,0.01093696802854538,both,-0.0037692617624998093
chr21,42434954,42437541,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.008053986355662346,0.006555686704814434,both,-0.0014982996508479118
chr21,42434954,42437854,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0024824526626616716,0.0019874030258506536,both,-0.000495049636811018
chr21,42434954,42437854,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.002348837908357382,0.0020230882801115513,both,-0.00032574962824583054
chr21,42434954,42437858,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0019540023058652878,0.0015563368797302246,both,-0.00039766542613506317
chr21,42434954,42437858,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0019032385898754,0.0016411042306572199,both,-0.0002621343592181802
chr21,42434954,42439049,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.001709388685412705,0.0013467816170305014,both,-0.0003626070683822036
chr21,42434954,42439049,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0018562502227723598,0.001578827854245901,both,-0.00027742236852645874
chr21,42434954,42441747,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00098808400798589,0.0008531539933755994,both,-0.00013493001461029053
chr21,42434954,42441747,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0013568478170782328,0.0012182163773104548,both,-0.00013863143976777792
chr21,42434954,42442451,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.5062177777290344,0.3458467125892639,both,-0.1603710651397705
chr21,42434954,42442451,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.19420622289180756,0.13443830609321594,both,-0.059767916798591614
chr21,42434954,42443094,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0003946843498852104,0.00035301182651892304,both,-4.167252336628735e-05
chr21,42434954,42443094,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.000640598067548126,0.0005931417690590024,both,-4.745629848912358e-05
chr21,42434954,42443153,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00038284363108687103,0.00034674128983169794,both,-3.610234125517309e-05
chr21,42434954,42443153,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0006315529462881386,0.0005909936735406518,both,-4.055927274748683e-05
chr21,42434954,42443311,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.01996771991252899,0.014900694601237774,both,-0.005067025311291218
chr21,42434954,42443311,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.016841484233736992,0.013140483759343624,both,-0.0037010004743933678
chr21,42434954,42444533,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0053777555003762245,0.003997256048023701,both,-0.0013804994523525238
chr21,42434954,42444533,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.005585109815001488,0.004347971640527248,both,-0.0012371381744742393
chr21,42434954,42447056,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.006854568608105183,0.005040605552494526,both,-0.0018139630556106567
chr21,42434954,42447056,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.008513889275491238,0.006538373418152332,both,-0.0019755158573389053
chr21,42434983,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00218146201223135,0.13870839774608612,both,0.13652693573385477
chr21,42434983,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.0022925417870283127,0.06035570427775383,both,0.05806316249072552
chr21,42435509,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.00701860198751092,0.010113175958395004,both,0.0030945739708840847
chr21,42435509,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.005375934764742851,0.0071738893166184425,both,0.0017979545518755913
chr21,42436437,42437487,+,junction_CL:0000624 polyA plus RNA-seq,polyA plus RNA-seq,CL:0000624,0.0046472069807350636,0.005885877646505833,both,0.0012386706657707691
chr21,42436437,42437487,+,junction_CL:0000624 total RNA-seq,total RNA-seq,CL:0000624,0.004027334041893482,0.0048788911662995815,both,0.0008515571244060993
