experiment,file_accession,group,source_line,chromosome,start0,end0,source_fields_json
ENCSR012PII,ENCFF933WTT,H3K27ac,45130,chr19,46778603,46778970,"[""chr19"",""46778603"",""46778970"",""Peak_45130"",""15"",""."",""3.86302"",""6.17367"",""4.16485"",""333""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,45131,chr19,46823217,46823450,"[""chr19"",""46823217"",""46823450"",""Peak_45131"",""15"",""."",""3.86302"",""6.17367"",""4.16485"",""40""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,45460,chr19,47157816,47158063,"[""chr19"",""47157816"",""47158063"",""Peak_45460"",""15"",""."",""4.15518"",""6.10745"",""4.10184"",""144""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46445,chr19,46490128,46490391,"[""chr19"",""46490128"",""46490391"",""Peak_46445"",""15"",""."",""4.18722"",""5.86499"",""3.86605"",""152""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46446,chr19,46648211,46648426,"[""chr19"",""46648211"",""46648426"",""Peak_46446"",""15"",""."",""4.18722"",""5.86499"",""3.86605"",""135""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46447,chr19,47158281,47158655,"[""chr19"",""47158281"",""47158655"",""Peak_46447"",""15"",""."",""4.18722"",""5.86499"",""3.86605"",""175""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46777,chr19,46618397,46618638,"[""chr19"",""46618397"",""46618638"",""Peak_46777"",""15"",""."",""3.03327"",""5.83711"",""3.84154"",""166""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46778,chr19,47075120,47076118,"[""chr19"",""47075120"",""47076118"",""Peak_46778"",""15"",""."",""3.03327"",""5.83711"",""3.84154"",""296""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,46798,chr19,46194431,46194717,"[""chr19"",""46194431"",""46194717"",""Peak_46798"",""15"",""."",""4.35940"",""5.83581"",""3.84049"",""97""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,47103,chr19,46859814,46860119,"[""chr19"",""46859814"",""46860119"",""Peak_47103"",""15"",""."",""4.29324"",""5.73542"",""3.74230"",""89""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,50103,chr19,46257151,46257640,"[""chr19"",""46257151"",""46257640"",""Peak_50103"",""14"",""."",""3.86606"",""5.08049"",""3.10744"",""84""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,50104,chr19,46626510,46626813,"[""chr19"",""46626510"",""46626813"",""Peak_50104"",""14"",""."",""3.86606"",""5.08049"",""3.10744"",""162""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,51368,chr19,47095889,47096561,"[""chr19"",""47095889"",""47096561"",""Peak_51368"",""13"",""."",""3.38128"",""4.79185"",""2.82839"",""90""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,51583,chr19,46735624,46735870,"[""chr19"",""46735624"",""46735870"",""Peak_51583"",""13"",""."",""3.84897"",""4.78828"",""2.82817"",""78""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,52387,chr19,47229858,47230233,"[""chr19"",""47229858"",""47230233"",""Peak_52387"",""13"",""."",""3.09041"",""4.70046"",""2.74615"",""139""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,52804,chr19,46757631,46757882,"[""chr19"",""46757631"",""46757882"",""Peak_52804"",""13"",""."",""3.90599"",""4.61076"",""2.66115"",""135""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,53529,chr19,46842932,46843137,"[""chr19"",""46842932"",""46843137"",""Peak_53529"",""13"",""."",""3.54490"",""4.33257"",""2.38823"",""101""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,54611,chr19,46611332,46611553,"[""chr19"",""46611332"",""46611553"",""Peak_54611"",""12"",""."",""3.14041"",""4.14638"",""2.21245"",""173""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,54612,chr19,47094982,47095254,"[""chr19"",""47094982"",""47095254"",""Peak_54612"",""12"",""."",""3.14041"",""4.14638"",""2.21245"",""151""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,55138,chr19,46736065,46736274,"[""chr19"",""46736065"",""46736274"",""Peak_55138"",""12"",""."",""3.55299"",""4.10283"",""2.17506"",""67""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,55481,chr19,47225587,47225822,"[""chr19"",""47225587"",""47225822"",""Peak_55481"",""12"",""."",""3.62500"",""3.96795"",""2.04324"",""188""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,55742,chr19,46602778,46602983,"[""chr19"",""46602778"",""46602983"",""Peak_55742"",""12"",""."",""3.26719"",""3.91021"",""1.98994"",""116""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,55743,chr19,46741759,46742051,"[""chr19"",""46741759"",""46742051"",""Peak_55743"",""12"",""."",""3.26719"",""3.91021"",""1.98994"",""108""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,56195,chr19,47074709,47074923,"[""chr19"",""47074709"",""47074923"",""Peak_56195"",""12"",""."",""2.99695"",""3.69517"",""1.78244"",""131""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,56803,chr19,46624402,46624633,"[""chr19"",""46624402"",""46624633"",""Peak_56803"",""12"",""."",""2.70502"",""3.56270"",""1.65847"",""91""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,57187,chr19,46616935,46617183,"[""chr19"",""46616935"",""46617183"",""Peak_57187"",""12"",""."",""2.89955"",""3.53412"",""1.63448"",""135""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,57188,chr19,46716783,46717010,"[""chr19"",""46716783"",""46717010"",""Peak_57188"",""12"",""."",""2.89955"",""3.53412"",""1.63448"",""128""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,57486,chr19,47093418,47093623,"[""chr19"",""47093418"",""47093623"",""Peak_57486"",""11"",""."",""3.24796"",""3.44334"",""1.55056"",""100""]"
ENCSR012PII,ENCFF933WTT,H3K27ac,57733,chr19,46714628,46714853,"[""chr19"",""46714628"",""46714853"",""Peak_57733"",""11"",""."",""2.97120"",""3.25282"",""1.36430"",""90""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4329,chr19,46346899,46347146,"[""chr19"",""46346899"",""46347146"",""AG61352"",""1.4417589"",""1.3543795"",""46346997"",""0.8915928""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4330,chr19,46529964,46530350,"[""chr19"",""46529964"",""46530350"",""AG61352"",""1.6165175"",""1.5291382"",""46530129"",""0.66027284""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4331,chr19,46600759,46601116,"[""chr19"",""46600759"",""46601116"",""AG61352"",""1.9660348"",""1.9223452"",""46600927"",""0.8174919""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4332,chr19,46661166,46661574,"[""chr19"",""46661166"",""46661574"",""AG61352"",""2.7961383"",""2.5340004"",""46661394"",""1.2024844""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4333,chr19,46704527,46704802,"[""chr19"",""46704527"",""46704802"",""AG61352"",""1.2233106"",""1.1359313"",""46704669"",""0.4437978""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4334,chr19,46786545,46786829,"[""chr19"",""46786545"",""46786829"",""AG61352"",""1.4854485"",""1.3980691"",""46786648"",""0.8320662""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4335,chr19,46788492,46788869,"[""chr19"",""46788492"",""46788869"",""AG61352"",""1.9223452"",""1.8349658"",""46788711"",""0.80605215""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4336,chr19,47048550,47048850,"[""chr19"",""47048550"",""47048850"",""AG61352"",""1.6602072"",""1.5728278"",""47048682"",""0.6919321""]"
ENCSR073CPU,ENCFF150UHK,DNase-seq,4337,chr19,47130633,47130961,"[""chr19"",""47130633"",""47130961"",""AG61352"",""1.9223452"",""1.7475865"",""47130797"",""0.80539215""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,8,chr19,46730065,46735837,"[""chr19"",""46730065"",""46735837"",""Peak_8"",""875"",""."",""40.51749"",""165.34494"",""158.54272"",""3023""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,457,chr19,46530201,46531124,"[""chr19"",""46530201"",""46531124"",""Peak_457"",""618"",""."",""31.63923"",""116.85583"",""112.23583"",""431""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,2001,chr19,47155956,47158851,"[""chr19"",""47155956"",""47158851"",""Peak_2001"",""464"",""."",""21.15224"",""87.72947"",""83.95488"",""1619""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,4478,chr19,46856406,46857194,"[""chr19"",""46856406"",""46857194"",""Peak_4478"",""374"",""."",""18.07362"",""70.71893"",""67.38161"",""513""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,4679,chr19,46528777,46530064,"[""chr19"",""46528777"",""46530064"",""Peak_4679"",""369"",""."",""15.75516"",""69.80795"",""66.49715"",""746""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,6394,chr19,46619563,46621416,"[""chr19"",""46619563"",""46621416"",""Peak_6394"",""330"",""."",""16.61532"",""62.52886"",""59.39568"",""1118""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,7481,chr19,46717434,46720217,"[""chr19"",""46717434"",""46720217"",""Peak_7481"",""311"",""."",""18.91311"",""58.84727"",""55.79959"",""515""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,7967,chr19,46783876,46786616,"[""chr19"",""46783876"",""46786616"",""Peak_7967"",""303"",""."",""18.48102"",""57.39983"",""54.38926"",""1593""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,8755,chr19,46638232,46640331,"[""chr19"",""46638232"",""46640331"",""Peak_8755"",""291"",""."",""17.32595"",""55.20848"",""52.25421"",""1240""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,8873,chr19,46754690,46755957,"[""chr19"",""46754690"",""46755957"",""Peak_8873"",""289"",""."",""19.84395"",""54.79385"",""51.84621"",""781""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,9934,chr19,46193348,46194834,"[""chr19"",""46193348"",""46194834"",""Peak_9934"",""276"",""."",""12.90338"",""52.28119"",""49.39358"",""489""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,10265,chr19,46849171,46850505,"[""chr19"",""46849171"",""46850505"",""Peak_10265"",""273"",""."",""14.12663"",""51.70412"",""48.83412"",""877""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,11489,chr19,46845629,46847163,"[""chr19"",""46845629"",""46847163"",""Peak_11489"",""259"",""."",""18.17457"",""49.04460"",""46.23613"",""694""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,12354,chr19,46659370,46661058,"[""chr19"",""46659370"",""46661058"",""Peak_12354"",""250"",""."",""16.32058"",""47.49498"",""44.72144"",""1247""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,13269,chr19,46624790,46627229,"[""chr19"",""46624790"",""46627229"",""Peak_13269"",""242"",""."",""13.73747"",""45.84690"",""43.11551"",""630""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,14293,chr19,46661544,46662546,"[""chr19"",""46661544"",""46662546"",""Peak_14293"",""233"",""."",""14.89546"",""44.25389"",""41.56269"",""429""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,15153,chr19,46714538,46716619,"[""chr19"",""46714538"",""46716619"",""Peak_15153"",""226"",""."",""14.49038"",""42.92377"",""40.26356"",""251""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,15166,chr19,46349093,46352274,"[""chr19"",""46349093"",""46352274"",""Peak_15166"",""226"",""."",""8.71274"",""42.91591"",""40.25689"",""2101""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,15361,chr19,46859620,46860199,"[""chr19"",""46859620"",""46860199"",""Peak_15361"",""225"",""."",""15.97008"",""42.60699"",""39.95481"",""288""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,15646,chr19,47231465,47232927,"[""chr19"",""47231465"",""47232927"",""Peak_15646"",""221"",""."",""14.80827"",""42.02814"",""39.38509"",""316""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,15956,chr19,47035305,47036624,"[""chr19"",""47035305"",""47036624"",""Peak_15956"",""220"",""."",""16.08934"",""41.83353"",""39.20154"",""392""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,16638,chr19,46191487,46193095,"[""chr19"",""46191487"",""46193095"",""Peak_16638"",""214"",""."",""14.59223"",""40.68527"",""38.07363"",""590""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,17114,chr19,47225359,47226064,"[""chr19"",""47225359"",""47226064"",""Peak_17114"",""211"",""."",""16.29753"",""40.12652"",""37.53395"",""426""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,18415,chr19,46820692,46823462,"[""chr19"",""46820692"",""46823462"",""Peak_18415"",""202"",""."",""10.44048"",""38.30267"",""35.74974"",""1183""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,19096,chr19,46618295,46619400,"[""chr19"",""46618295"",""46619400"",""Peak_19096"",""199"",""."",""9.45655"",""37.84121"",""35.30856"",""760""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,19794,chr19,46623111,46624654,"[""chr19"",""46623111"",""46624654"",""Peak_19794"",""194"",""."",""14.39986"",""36.86729"",""34.35584"",""1180""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,19989,chr19,46823545,46826151,"[""chr19"",""46823545"",""46826151"",""Peak_19989"",""193"",""."",""14.82168"",""36.65244"",""34.14600"",""273""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,22898,chr19,47074485,47076351,"[""chr19"",""47074485"",""47076351"",""Peak_22898"",""177"",""."",""10.39115"",""33.60457"",""31.17135"",""533""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,23892,chr19,46980487,46982801,"[""chr19"",""46980487"",""46982801"",""Peak_23892"",""173"",""."",""9.40347"",""32.81531"",""30.40265"",""368""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,25353,chr19,46602031,46604398,"[""chr19"",""46602031"",""46604398"",""Peak_25353"",""165"",""."",""11.65480"",""31.39868"",""29.01820"",""892""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,25517,chr19,46537132,46537683,"[""chr19"",""46537132"",""46537683"",""Peak_25517"",""164"",""."",""11.35048"",""31.28526"",""28.90896"",""402""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,26189,chr19,46550808,46551239,"[""chr19"",""46550808"",""46551239"",""Peak_26189"",""161"",""."",""9.14422"",""30.68287"",""28.32057"",""221""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,26421,chr19,46616653,46617828,"[""chr19"",""46616653"",""46617828"",""Peak_26421"",""160"",""."",""12.08024"",""30.46633"",""28.11028"",""229""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,26473,chr19,46861624,46864074,"[""chr19"",""46861624"",""46864074"",""Peak_26473"",""159"",""."",""9.51667"",""30.38660"",""28.03120"",""843""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,27504,chr19,46746676,46747335,"[""chr19"",""46746676"",""46747335"",""Peak_27504"",""156"",""."",""12.69707"",""29.72805"",""27.39316"",""272""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,28492,chr19,46984068,46985068,"[""chr19"",""46984068"",""46985068"",""Peak_28492"",""152"",""."",""9.80994"",""28.97095"",""26.65207"",""427""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,30219,chr19,47228468,47230285,"[""chr19"",""47228468"",""47230285"",""Peak_30219"",""146"",""."",""9.81457"",""27.77674"",""25.49311"",""900""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,31569,chr19,46633415,46634242,"[""chr19"",""46633415"",""46634242"",""Peak_31569"",""140"",""."",""7.62018"",""26.74579"",""24.48693"",""486""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,31874,chr19,46744617,46745629,"[""chr19"",""46744617"",""46745629"",""Peak_31874"",""140"",""."",""10.70344"",""26.62870"",""24.37214"",""499""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,33882,chr19,46954743,46955360,"[""chr19"",""46954743"",""46955360"",""Peak_33882"",""134"",""."",""10.48739"",""25.42371"",""23.20112"",""315""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,37017,chr19,46610536,46612881,"[""chr19"",""46610536"",""46612881"",""Peak_37017"",""123"",""."",""7.71833"",""23.53057"",""21.35591"",""749""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,37297,chr19,46347421,46348301,"[""chr19"",""46347421"",""46348301"",""Peak_37297"",""123"",""."",""8.51368"",""23.51211"",""21.33928"",""310""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,38453,chr19,46489116,46490557,"[""chr19"",""46489116"",""46490557"",""Peak_38453"",""120"",""."",""6.86403"",""22.98327"",""20.82994"",""885""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,40334,chr19,47113857,47114502,"[""chr19"",""47113857"",""47114502"",""Peak_40334"",""114"",""."",""9.62322"",""21.89293"",""19.76369"",""246""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,41802,chr19,46512382,46512854,"[""chr19"",""46512382"",""46512854"",""Peak_41802"",""110"",""."",""10.27589"",""21.09677"",""18.98998"",""196""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,42448,chr19,47047314,47048274,"[""chr19"",""47047314"",""47048274"",""Peak_42448"",""109"",""."",""9.85731"",""20.75500"",""18.65794"",""376""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,45871,chr19,46551304,46552363,"[""chr19"",""46551304"",""46552363"",""Peak_45871"",""101"",""."",""6.21589"",""19.38730"",""17.33170"",""417""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,45872,chr19,46778426,46779278,"[""chr19"",""46778426"",""46779278"",""Peak_45872"",""101"",""."",""6.32392"",""19.38730"",""17.33170"",""567""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,47010,chr19,47109133,47110661,"[""chr19"",""47109133"",""47110661"",""Peak_47010"",""98"",""."",""6.68132"",""18.75374"",""16.71320"",""914""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,47011,chr19,47240800,47241971,"[""chr19"",""47240800"",""47241971"",""Peak_47011"",""98"",""."",""6.68132"",""18.75374"",""16.71320"",""705""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,48187,chr19,46256453,46257864,"[""chr19"",""46256453"",""46257864"",""Peak_48187"",""96"",""."",""8.69026"",""18.41554"",""16.38762"",""971""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,51597,chr19,47226632,47228009,"[""chr19"",""47226632"",""47228009"",""Peak_51597"",""91"",""."",""4.79206"",""17.33595"",""15.34558"",""367""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,52223,chr19,46208746,46210436,"[""chr19"",""46208746"",""46210436"",""Peak_52223"",""88"",""."",""6.29244"",""16.93061"",""14.94669"",""615""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,53443,chr19,46630728,46631379,"[""chr19"",""46630728"",""46631379"",""Peak_53443"",""85"",""."",""8.11172"",""16.37939"",""14.41048"",""233""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,53808,chr19,46599887,46600560,"[""chr19"",""46599887"",""46600560"",""Peak_53808"",""85"",""."",""7.67882"",""16.31975"",""14.35111"",""547""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,54579,chr19,46955812,46956218,"[""chr19"",""46955812"",""46956218"",""Peak_54579"",""84"",""."",""8.42644"",""16.19048"",""14.23093"",""173""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,56150,chr19,46512946,46513911,"[""chr19"",""46512946"",""46513911"",""Peak_56150"",""81"",""."",""6.56928"",""15.45243"",""13.50822"",""455""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,56151,chr19,47131256,47132209,"[""chr19"",""47131256"",""47132209"",""Peak_56151"",""81"",""."",""6.73132"",""15.45243"",""13.50822"",""254""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,56766,chr19,46991092,46991847,"[""chr19"",""46991092"",""46991847"",""Peak_56766"",""80"",""."",""5.14273"",""15.30598"",""13.37093"",""439""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,57579,chr19,46346320,46346904,"[""chr19"",""46346320"",""46346904"",""Peak_57579"",""79"",""."",""5.35172"",""15.15365"",""13.22553"",""194""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,60615,chr19,46403758,46405177,"[""chr19"",""46403758"",""46405177"",""Peak_60615"",""74"",""."",""7.24674"",""14.21410"",""12.31216"",""169""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,60616,chr19,46743942,46744580,"[""chr19"",""46743942"",""46744580"",""Peak_60616"",""74"",""."",""7.24674"",""14.21410"",""12.31216"",""278""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,62582,chr19,46742774,46743628,"[""chr19"",""46742774"",""46743628"",""Peak_62582"",""70"",""."",""6.24522"",""13.58947"",""11.70549"",""664""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,63445,chr19,46541994,46542868,"[""chr19"",""46541994"",""46542868"",""Peak_63445"",""70"",""."",""6.79382"",""13.42739"",""11.55341"",""347""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,65666,chr19,46759475,46760095,"[""chr19"",""46759475"",""46760095"",""Peak_65666"",""66"",""."",""6.20355"",""12.71632"",""10.86133"",""240""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,66496,chr19,46621837,46622867,"[""chr19"",""46621837"",""46622867"",""Peak_66496"",""66"",""."",""6.64850"",""12.64992"",""10.80301"",""436""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,67123,chr19,46490710,46491110,"[""chr19"",""46490710"",""46491110"",""Peak_67123"",""65"",""."",""6.95472"",""12.52582"",""10.68366"",""206""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,67999,chr19,46428599,46428972,"[""chr19"",""46428599"",""46428972"",""Peak_67999"",""63"",""."",""6.38256"",""12.18861"",""10.35095"",""196""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,68000,chr19,46531301,46532112,"[""chr19"",""46531301"",""46532112"",""Peak_68000"",""63"",""."",""6.59860"",""12.18861"",""10.35095"",""497""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,68001,chr19,46855690,46856107,"[""chr19"",""46855690"",""46856107"",""Peak_68001"",""63"",""."",""6.38256"",""12.18861"",""10.35095"",""253""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,69345,chr19,46647689,46648625,"[""chr19"",""46647689"",""46648625"",""Peak_69345"",""61"",""."",""5.12580"",""11.80429"",""9.98043"",""231""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,70703,chr19,46194881,46195350,"[""chr19"",""46194881"",""46195350"",""Peak_70703"",""60"",""."",""6.51640"",""11.56970"",""9.75613"",""171""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,70980,chr19,46298717,46299519,"[""chr19"",""46298717"",""46299519"",""Peak_70980"",""59"",""."",""6.18619"",""11.48421"",""9.67192"",""347""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,71208,chr19,46629765,46630237,"[""chr19"",""46629765"",""46630237"",""Peak_71208"",""59"",""."",""6.29236"",""11.42194"",""9.61280"",""207""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,72857,chr19,46348583,46349051,"[""chr19"",""46348583"",""46349051"",""Peak_72857"",""57"",""."",""6.00635"",""10.93450"",""9.13869"",""287""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,73219,chr19,46576555,46576835,"[""chr19"",""46576555"",""46576835"",""Peak_73219"",""57"",""."",""5.43505"",""10.92847"",""9.13276"",""153""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,73220,chr19,46741596,46742558,"[""chr19"",""46741596"",""46742558"",""Peak_73220"",""57"",""."",""5.43505"",""10.92847"",""9.13276"",""699""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,75588,chr19,46634480,46635211,"[""chr19"",""46634480"",""46635211"",""Peak_75588"",""54"",""."",""5.85146"",""10.45177"",""8.67500"",""270""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,75748,chr19,46262982,46263354,"[""chr19"",""46262982"",""46263354"",""Peak_75748"",""53"",""."",""6.51927"",""10.32573"",""8.55048"",""199""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,75749,chr19,46935082,46935586,"[""chr19"",""46935082"",""46935586"",""Peak_75749"",""53"",""."",""6.25364"",""10.32573"",""8.55048"",""327""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,80362,chr19,46522909,46523415,"[""chr19"",""46522909"",""46523415"",""Peak_80362"",""49"",""."",""6.08782"",""9.46036"",""7.71585"",""68""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,80939,chr19,46788700,46789136,"[""chr19"",""46788700"",""46789136"",""Peak_80939"",""48"",""."",""5.51839"",""9.31879"",""7.57800"",""270""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,81342,chr19,46865413,46865854,"[""chr19"",""46865413"",""46865854"",""Peak_81342"",""48"",""."",""5.60989"",""9.28153"",""7.54452"",""243""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,81790,chr19,47130237,47130703,"[""chr19"",""47130237"",""47130703"",""Peak_81790"",""48"",""."",""4.94895"",""9.25272"",""7.51609"",""306""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,84401,chr19,46492779,46493444,"[""chr19"",""46492779"",""46493444"",""Peak_84401"",""44"",""."",""5.53438"",""8.59495"",""6.87950"",""361""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,87097,chr19,46540151,46540613,"[""chr19"",""46540151"",""46540613"",""Peak_87097"",""43"",""."",""5.30234"",""8.41215"",""6.70726"",""168""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,87098,chr19,46555670,46555936,"[""chr19"",""46555670"",""46555936"",""Peak_87098"",""43"",""."",""5.30234"",""8.41215"",""6.70726"",""115""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,88039,chr19,46542953,46543202,"[""chr19"",""46542953"",""46543202"",""Peak_88039"",""43"",""."",""3.94743"",""8.40735"",""6.70726"",""91""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,88263,chr19,47106656,47108121,"[""chr19"",""47106656"",""47108121"",""Peak_88263"",""43"",""."",""5.05261"",""8.35541"",""6.65964"",""752""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,90113,chr19,46426402,46426890,"[""chr19"",""46426402"",""46426890"",""Peak_90113"",""40"",""."",""5.37024"",""7.78335"",""6.09931"",""327""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,90328,chr19,46924155,46925211,"[""chr19"",""46924155"",""46925211"",""Peak_90328"",""40"",""."",""3.73139"",""7.73977"",""6.05733"",""552""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,91012,chr19,46713886,46714271,"[""chr19"",""46713886"",""46714271"",""Peak_91012"",""39"",""."",""4.30082"",""7.66459"",""5.98394"",""165""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,91013,chr19,47210585,47211287,"[""chr19"",""47210585"",""47211287"",""Peak_91013"",""39"",""."",""4.46285"",""7.66459"",""5.98394"",""118""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,92356,chr19,46259475,46259678,"[""chr19"",""46259475"",""46259678"",""Peak_92356"",""39"",""."",""5.34910"",""7.59374"",""5.92064"",""85""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,93245,chr19,46556281,46556552,"[""chr19"",""46556281"",""46556552"",""Peak_93245"",""39"",""."",""5.32200"",""7.55280"",""5.88435"",""125""]"
